cultivar,program,region,date,year,gdd_cumulative,brix,ta,ph,brix_ta_ratio,berry_weight_g,berry_size_mm,n_samples,n_sites,provenance
Niagara,NYWGF,Western NY,2024-08-26,2024,1971.0,14.0,13.04,3.08,1.08,3.2,17.9,5,1,Extension monitoring
Niagara,NYWGF,Western NY,2024-09-09,2024,2180.0,17.8,7.64,3.34,2.33,3.72,16.2,5,1,Extension monitoring
Niagara,NYWGF,Western NY,2024-09-12,2024,2221.0,15.8,6.96,3.24,2.27,,,10,1,Extension monitoring
Niagara,NYWGF,Western NY,2025-07-07,2025,1011.0,4.4,27.52,2.88,0.16,,,5,1,Extension monitoring
Niagara,NYWGF,Western NY,2025-07-24,2025,1310.0,4.7,30.93,2.76,0.15,,,5,1,Extension monitoring
Niagara,NYWGF,Western NY,2025-08-07,2025,1552.0,6.3,29.86,2.81,0.21,,,5,1,Extension monitoring
Niagara,NYWGF,Western NY,2025-08-19,2025,1776.0,10.0,16.7,2.97,0.6,,,5,1,Extension monitoring
Niagara,NYWGF,Western NY,2025-09-08,2025,2024.0,12.8,8.13,3.1,1.57,3.15,18.9,5,1,Extension monitoring
Niagara,Veraison to Harvest,Lake Erie,2024-08-26,2024,1971.0,14.4,10.7,2.98,1.35,,,1,1,Extension monitoring
Niagara,Veraison to Harvest,Lake Erie,2024-09-02,2024,2091.0,16.4,7.37,3.25,2.23,,,1,1,Extension monitoring
Niagara,Veraison to Harvest,Lake Erie,2024-09-09,2024,2179.0,17.5,7.81,3.29,2.24,,,1,1,Extension monitoring
Niagara,Veraison to Harvest,Lake Erie,2025-08-25,2025,1863.0,11.9,11.33,2.85,1.05,,,1,1,Extension monitoring
Niagara,Veraison to Harvest,Lake Erie,2025-09-02,2025,1953.0,12.3,8.7,2.93,1.41,,,1,1,Extension monitoring
Niagara,Veraison to Harvest,Lake Erie,2025-09-08,2025,2024.0,13.1,7.63,3.02,1.72,,,1,1,Extension monitoring
Niagara,Veraison to Harvest,Lake Erie,2025-09-15,2025,2111.0,16.4,7.31,3.15,2.24,,,1,1,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2024-08-26,2024,1867.0,16.2,10.91,2.99,1.49,,,2,2,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2024-08-30,2024,1957.0,17.2,11.11,3.06,1.69,,,3,3,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2024-09-06,2024,2044.0,18.7,9.09,3.16,2.16,,,3,3,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2024-09-13,2024,2135.0,20.8,7.67,3.21,2.88,,,3,3,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2024-09-19,2024,2224.0,19.8,7.65,3.18,2.68,,,2,2,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2024-09-23,2024,2306.0,19.3,7.8,3.25,2.47,,,1,1,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2025-08-27,2025,1839.0,16.3,11.6,2.92,1.43,,,3,2,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2025-09-06,2025,1945.0,18.9,11.84,2.99,1.77,,,3,2,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2025-09-15,2025,2050.0,21.0,7.93,3.19,2.64,,,2,2,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2025-09-22,2025,2132.0,22.2,6.84,3.28,3.24,,,2,2,Extension monitoring
Pinot Noir,Veraison to Harvest,Finger Lakes,2025-09-29,2025,2233.0,23.4,7.46,3.33,3.14,,,1,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2024-06-30,2024,925.0,3.4,19.17,3.06,0.18,0.21,8.9,1,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2024-07-16,2024,1217.0,3.8,35.99,2.76,0.11,0.56,11.6,1,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2024-07-31,2024,1465.0,5.6,43.26,2.72,0.13,0.6,12.0,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2024-08-12,2024,1662.0,12.0,13.71,3.12,0.88,0.96,12.8,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2024-08-28,2024,1895.0,15.9,10.38,3.07,1.55,1.19,14.3,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2024-09-09,2024,2044.0,18.9,6.46,3.24,2.93,1.43,14.5,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2024-09-20,2024,2198.0,20.8,5.48,3.29,3.8,1.37,14.3,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2025-07-06,2025,946.0,4.7,31.31,3.01,0.15,0.26,,1,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2025-07-20,2025,1208.0,3.5,32.19,2.83,0.11,0.64,12.5,1,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2025-07-30,2025,1387.0,4.0,40.29,2.94,0.1,0.97,13.9,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2025-08-19,2025,1717.0,13.7,13.35,3.1,1.03,1.09,13.5,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2025-09-04,2025,1916.0,17.2,5.66,3.46,3.08,1.38,14.6,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2025-09-18,2025,2077.0,20.3,4.25,3.72,4.8,1.39,14.2,5,1,Extension monitoring
Pinot gris,NYWGF,Finger Lakes,2025-09-29,2025,2216.0,21.3,5.68,3.41,3.79,1.53,14.5,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2024-07-01,2024,1013.0,3.5,19.47,2.86,0.18,0.3,9.5,1,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2024-07-18,2024,1321.0,3.4,25.74,3.03,0.13,0.74,12.0,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2024-07-30,2024,1523.0,4.8,32.06,2.9,0.15,0.82,12.0,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2024-08-13,2024,1765.0,11.2,19.27,2.99,0.59,1.3,12.5,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2024-08-26,2024,1957.0,15.5,9.43,3.39,1.66,1.46,12.9,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2024-09-09,2024,2163.0,19.8,5.57,3.74,3.64,1.54,12.7,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2024-09-16,2024,2269.0,21.8,5.21,3.81,4.18,1.6,13.7,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2025-07-07,2025,1005.0,4.2,23.39,2.96,0.18,,,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2025-07-24,2025,1302.0,4.0,27.39,2.89,0.15,,,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2025-08-07,2025,1543.0,5.0,31.64,2.86,0.16,,,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2025-08-19,2025,1766.0,14.3,13.32,3.22,1.07,,,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2025-09-08,2025,2013.0,17.8,7.44,3.46,2.4,1.43,14.1,5,1,Extension monitoring
Pinot gris,NYWGF,Western NY,2025-09-22,2025,2200.0,21.5,4.91,3.66,4.4,1.43,14.2,5,1,Extension monitoring
Riesling,NYWGF,Finger Lakes,2025-07-20,2025,1205.0,3.6,31.51,2.77,0.11,0.67,13.0,1,1,Extension monitoring
Riesling,NYWGF,Finger Lakes,2025-07-30,2025,1384.0,3.8,34.9,2.93,0.11,0.96,14.2,5,1,Extension monitoring
Riesling,NYWGF,Finger Lakes,2025-08-19,2025,1712.0,10.2,23.14,2.91,0.45,1.08,14.6,5,1,Extension monitoring
Riesling,NYWGF,Finger Lakes,2025-09-04,2025,1909.0,16.9,9.34,3.11,1.81,1.53,16.0,5,1,Extension monitoring
Riesling,NYWGF,Finger Lakes,2025-09-17,2025,2056.0,18.3,7.48,3.16,2.46,1.54,15.6,5,1,Extension monitoring
Riesling,NYWGF,Finger Lakes,2025-09-29,2025,2207.0,18.7,7.61,3.13,2.47,1.75,16.3,5,1,Extension monitoring
Riesling,NYWGF,Finger Lakes,2025-10-16,2025,2343.0,19.7,6.98,3.14,2.82,1.58,15.9,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-07-01,2024,1021.0,3.4,17.44,2.84,0.19,0.26,8.6,1,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-07-18,2024,1330.0,3.3,24.41,2.98,0.13,0.76,11.9,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-07-30,2024,1534.0,4.2,30.21,2.88,0.14,0.98,13.1,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-08-13,2024,1778.0,5.2,28.46,2.77,0.18,1.12,13.3,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-08-26,2024,1971.0,11.2,19.2,2.97,0.59,1.4,12.8,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-09-09,2024,2180.0,15.2,12.89,3.21,1.19,1.84,15.3,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-09-16,2024,2286.0,17.9,8.45,3.33,2.12,1.7,14.6,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-09-23,2024,2398.0,17.7,6.71,3.4,2.65,1.76,14.5,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2024-09-30,2024,2504.0,18.3,6.75,3.49,2.73,1.8,14.3,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2025-07-07,2025,1011.0,3.9,22.4,2.94,0.18,,,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2025-07-24,2025,1310.0,3.7,26.12,2.8,0.14,,,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2025-08-07,2025,1552.0,4.1,27.94,2.86,0.15,,,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2025-08-19,2025,1776.0,5.4,25.05,2.87,0.21,,,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2025-09-08,2025,2024.0,13.4,13.13,3.2,1.02,1.23,13.8,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2025-09-22,2025,2212.0,12.5,10.91,3.17,1.15,1.3,13.9,5,1,Extension monitoring
Riesling,NYWGF,Western NY,2025-10-06,2025,2395.0,16.8,6.85,3.63,2.45,1.54,14.5,5,1,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2024-08-26,2024,1759.0,12.4,19.73,2.74,0.62,,,2,2,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2024-08-28,2024,1866.0,14.1,17.11,2.76,0.84,,,7,7,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2024-09-04,2024,1957.0,16.3,14.22,2.86,1.16,,,6,6,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2024-09-09,2024,2039.0,17.4,12.37,2.88,1.42,,,8,7,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2024-09-20,2024,2147.0,18.3,9.77,2.95,1.9,,,7,6,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2024-09-25,2024,2249.0,18.3,9.15,3.02,2.03,,,7,6,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2024-09-30,2024,2350.0,18.5,7.76,3.02,2.4,,,4,4,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2025-08-25,2025,1692.0,10.9,27.64,2.56,0.4,,,2,2,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2025-08-29,2025,1774.0,12.1,25.18,2.64,0.48,,,4,4,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2025-08-31,2025,1843.0,14.0,18.66,2.72,0.76,,,8,7,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2025-09-10,2025,1944.0,16.5,14.78,2.77,1.13,,,11,7,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2025-09-19,2025,2054.0,17.8,11.68,2.86,1.54,,,8,7,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2025-09-29,2025,2147.0,18.8,10.22,2.91,1.84,,,8,7,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2025-10-03,2025,2256.0,18.7,9.04,2.96,2.08,,,8,5,Extension monitoring
Riesling,Veraison to Harvest,Finger Lakes,2025-10-09,2025,2336.0,20.7,8.46,2.97,2.45,,,4,3,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2024-08-26,2024,2028.0,14.3,14.0,2.92,1.02,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2024-09-02,2024,2145.0,7.4,8.89,3.22,0.83,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2024-09-09,2024,2225.0,18.1,9.2,3.15,1.97,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2024-09-16,2024,2321.0,19.2,6.9,3.3,2.78,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2024-09-23,2024,2416.0,19.2,6.5,3.36,2.95,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2024-09-30,2024,2503.0,19.1,6.57,3.32,2.91,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2025-08-25,2025,1980.0,14.7,16.11,2.93,0.91,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2025-09-02,2025,2075.0,17.0,12.8,2.9,1.33,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2025-09-08,2025,2157.0,18.5,8.89,3.15,2.08,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2025-09-15,2025,2244.0,20.1,8.86,3.04,2.27,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Hudson Valley,2025-09-22,2025,2328.0,20.8,7.28,3.25,2.86,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2024-08-26,2024,1971.0,11.1,20.34,2.78,0.55,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2024-09-02,2024,2091.0,15.2,13.76,3.0,1.1,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2024-09-09,2024,2179.0,15.7,12.87,3.03,1.22,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2024-09-16,2024,2286.0,17.6,10.8,3.04,1.63,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2024-09-23,2024,2398.0,18.3,8.7,3.24,2.1,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2024-09-30,2024,2504.0,17.9,7.66,3.21,2.34,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2025-08-25,2025,1863.0,7.4,25.73,2.71,0.29,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2025-09-02,2025,1953.0,10.5,22.0,2.78,0.48,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2025-09-08,2025,2024.0,11.6,18.25,2.89,0.64,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2025-09-15,2025,2111.0,14.7,14.99,3.01,0.98,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2025-09-22,2025,2212.0,16.7,10.97,3.12,1.52,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Lake Erie,2025-10-02,2025,2352.0,17.5,9.96,3.3,1.76,,,2,1,Extension monitoring
Riesling,Veraison to Harvest,Niagara,2025-08-25,2025,1855.0,13.5,20.06,2.71,0.67,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Niagara,2025-09-02,2025,1949.0,15.2,16.0,2.82,0.95,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Niagara,2025-09-08,2025,2019.0,16.7,13.29,2.91,1.26,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Niagara,2025-09-15,2025,2108.0,18.3,10.4,2.98,1.76,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Niagara,2025-09-22,2025,2203.0,19.3,8.5,3.06,2.27,,,1,1,Extension monitoring
Riesling,Veraison to Harvest,Niagara,2025-09-29,2025,2306.0,18.7,8.8,3.04,2.12,,,1,1,Extension monitoring
Sauvignon Blanc,Veraison to Harvest,Long Island,2024-08-26,2024,2003.0,18.5,10.46,3.19,1.77,,,1,1,Extension monitoring
Sauvignon Blanc,Veraison to Harvest,Long Island,2024-09-02,2024,2124.0,20.5,8.31,3.29,2.47,,,1,1,Extension monitoring
Sauvignon Blanc,Veraison to Harvest,Long Island,2024-09-09,2024,2212.0,21.7,7.64,3.34,2.84,,,1,1,Extension monitoring
Sauvignon Blanc,Veraison to Harvest,Long Island,2025-08-25,2025,1983.0,15.9,11.25,3.09,1.41,,,1,1,Extension monitoring
Sauvignon Blanc,Veraison to Harvest,Long Island,2025-09-02,2025,2092.0,17.9,8.3,3.09,2.16,,,1,1,Extension monitoring
Sauvignon Blanc,Veraison to Harvest,Long Island,2025-09-08,2025,2176.0,18.4,6.96,3.21,2.64,,,1,1,Extension monitoring
Sauvignon Blanc,Veraison to Harvest,Long Island,2025-09-15,2025,2270.0,21.6,6.21,3.36,3.48,,,1,1,Extension monitoring
Sauvignon Blanc,Veraison to Harvest,Long Island,2025-09-22,2025,2364.0,21.4,6.19,3.32,3.46,,,1,1,Extension monitoring
Seyval,NYWGF,Western NY,2024-07-01,2024,1021.0,3.2,19.92,2.79,0.16,0.48,10.1,1,1,Extension monitoring
Seyval,NYWGF,Western NY,2024-07-18,2024,1330.0,3.6,27.45,2.99,0.13,0.84,12.1,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2024-07-30,2024,1534.0,5.7,31.26,2.9,0.18,1.08,13.3,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2024-08-13,2024,1778.0,10.9,18.53,2.96,0.59,1.42,14.1,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2024-08-26,2024,1971.0,16.6,12.81,3.2,1.3,1.66,12.9,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2024-09-09,2024,2180.0,20.0,7.83,3.47,2.57,1.76,15.1,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2025-07-07,2025,1011.0,3.8,24.47,2.92,0.16,,,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2025-07-24,2025,1310.0,4.3,28.96,2.81,0.15,,,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2025-08-07,2025,1552.0,6.1,29.11,2.91,0.21,,,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2025-08-19,2025,1776.0,9.6,18.52,3.01,0.52,,,5,1,Extension monitoring
Seyval,NYWGF,Western NY,2025-09-08,2025,2024.0,14.2,10.78,3.2,1.31,1.1,13.1,5,1,Extension monitoring
Seyval Blanc,Veraison to Harvest,Lake Erie,2024-08-26,2024,1971.0,17.0,13.18,2.94,1.29,,,1,1,Extension monitoring
Seyval Blanc,Veraison to Harvest,Lake Erie,2024-09-02,2024,2091.0,19.2,10.34,3.11,1.86,,,1,1,Extension monitoring
Seyval Blanc,Veraison to Harvest,Lake Erie,2024-09-09,2024,2179.0,20.6,9.41,3.19,2.19,,,1,1,Extension monitoring
Seyval Blanc,Veraison to Harvest,Lake Erie,2025-08-25,2025,1863.0,12.2,15.11,2.83,0.81,,,1,1,Extension monitoring
Seyval Blanc,Veraison to Harvest,Lake Erie,2025-09-02,2025,1953.0,13.6,13.4,2.87,1.01,,,1,1,Extension monitoring
Seyval Blanc,Veraison to Harvest,Lake Erie,2025-09-08,2025,2024.0,14.8,11.11,2.98,1.33,,,1,1,Extension monitoring
Seyval Blanc,Veraison to Harvest,Lake Erie,2025-09-15,2025,2111.0,15.7,10.0,3.03,1.57,,,1,1,Extension monitoring
St. Croix,Veraison to Harvest,Hudson Valley,2024-08-26,2024,1912.0,15.0,10.72,3.24,1.4,,,1,1,Extension monitoring
St. Croix,Veraison to Harvest,Hudson Valley,2024-09-05,2024,2055.0,18.0,9.34,3.45,1.94,,,2,1,Extension monitoring
St. Croix,Veraison to Harvest,Hudson Valley,2025-08-29,2025,1848.0,15.0,15.24,3.16,0.98,,,2,1,Extension monitoring
St. Croix,Veraison to Harvest,Hudson Valley,2025-09-08,2025,1967.0,17.3,11.3,3.4,1.53,,,1,1,Extension monitoring
St. Croix,Veraison to Harvest,Hudson Valley,2025-09-15,2025,2046.0,18.5,11.37,3.31,1.63,,,1,1,Extension monitoring
St. Croix,Veraison to Harvest,Hudson Valley,2025-09-22,2025,2119.0,20.0,9.65,3.4,2.07,,,1,1,Extension monitoring
St. Croix,Veraison to Harvest,Hudson Valley,2025-10-02,2025,2246.0,19.4,8.72,3.56,2.24,,,2,1,Extension monitoring
St. Croix,Veraison to Harvest,Hudson Valley,2025-10-13,2025,2323.0,20.0,8.9,3.56,2.25,,,1,1,Extension monitoring
Syrah,Veraison to Harvest,Niagara,2025-08-25,2025,1855.0,14.9,13.97,2.75,1.07,,,1,1,Extension monitoring
Syrah,Veraison to Harvest,Niagara,2025-09-02,2025,1949.0,16.0,12.9,2.82,1.24,,,1,1,Extension monitoring
Syrah,Veraison to Harvest,Niagara,2025-09-08,2025,2019.0,17.5,11.68,2.9,1.5,,,1,1,Extension monitoring
Syrah,Veraison to Harvest,Niagara,2025-09-15,2025,2108.0,19.3,9.32,2.96,2.07,,,1,1,Extension monitoring
Syrah,Veraison to Harvest,Niagara,2025-09-22,2025,2203.0,20.2,8.25,3.03,2.45,,,1,1,Extension monitoring
Syrah,Veraison to Harvest,Niagara,2025-10-02,2025,2350.0,21.0,6.8,3.14,3.1,,,2,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2024-06-30,2024,924.0,3.1,20.37,3.01,0.15,0.26,9.6,1,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2024-07-15,2024,1196.0,3.9,34.79,2.76,0.11,0.82,11.2,1,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2024-07-29,2024,1424.0,5.1,43.06,2.74,0.12,0.98,9.9,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2024-08-12,2024,1660.0,11.2,26.2,2.81,0.43,1.3,13.1,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2024-08-28,2024,1891.0,17.0,14.48,2.93,1.18,1.66,15.1,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2024-09-09,2024,2039.0,19.8,8.67,3.05,2.34,1.83,14.1,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2024-09-20,2024,2193.0,22.6,7.53,3.11,3.01,1.77,16.6,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2024-10-01,2024,2332.0,21.4,6.21,3.23,3.46,1.9,18.0,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2025-07-06,2025,944.0,4.8,32.18,3.08,0.15,0.18,,1,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2025-07-20,2025,1205.0,4.0,35.66,2.77,0.11,0.76,13.5,1,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2025-07-30,2025,1384.0,4.4,40.43,2.92,0.11,1.01,14.3,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2025-08-19,2025,1712.0,10.7,28.4,2.84,0.38,1.05,14.6,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2025-09-04,2025,1909.0,17.4,8.4,3.18,2.08,1.72,16.9,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2025-09-17,2025,2056.0,20.0,6.24,3.31,3.22,1.76,16.3,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2025-09-29,2025,2207.0,21.1,6.06,3.31,3.48,1.85,16.6,5,1,Extension monitoring
Traminette,NYWGF,Finger Lakes,2025-10-16,2025,2343.0,22.8,6.38,3.29,3.59,1.67,16.2,5,1,Extension monitoring
Valvin Muscat,NYWGF,Western NY,2025-07-07,2025,1005.0,3.6,20.71,3.0,0.17,,,5,1,Extension monitoring
Valvin Muscat,NYWGF,Western NY,2025-07-24,2025,1302.0,3.9,26.55,2.91,0.15,,,5,1,Extension monitoring
Valvin Muscat,NYWGF,Western NY,2025-08-07,2025,1543.0,4.7,35.41,2.88,0.13,,,5,1,Extension monitoring
Valvin Muscat,NYWGF,Western NY,2025-08-19,2025,1766.0,7.7,28.39,2.98,0.27,,,5,1,Extension monitoring
Valvin Muscat,NYWGF,Western NY,2025-09-08,2025,2013.0,15.0,11.47,3.24,1.31,2.72,17.6,5,1,Extension monitoring
Valvin Muscat,NYWGF,Western NY,2025-09-22,2025,2200.0,17.9,7.72,3.48,2.32,2.58,17.3,5,1,Extension monitoring
Valvin Muscat,NYWGF,Western NY,2025-10-06,2025,2383.0,20.5,7.36,3.63,2.79,2.49,16.9,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2024-06-30,2024,925.0,2.9,19.64,3.0,0.15,0.38,10.9,1,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2024-07-16,2024,1216.0,3.9,35.01,2.75,0.11,0.7,10.7,1,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2024-07-31,2024,1463.0,6.9,37.65,2.78,0.18,0.66,11.3,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2024-08-12,2024,1660.0,13.3,15.44,3.08,0.86,1.16,12.8,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2024-08-28,2024,1891.0,19.0,13.5,3.1,1.41,1.57,13.5,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2024-09-09,2024,2039.0,22.4,11.74,3.1,1.92,1.63,14.4,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2025-07-06,2025,946.0,4.7,32.18,2.96,0.15,0.31,,1,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2025-07-20,2025,1208.0,3.8,33.87,2.78,0.11,0.65,12.6,1,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2025-07-30,2025,1387.0,4.8,42.36,2.9,0.11,0.85,13.5,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2025-08-19,2025,1717.0,15.7,22.19,2.94,0.71,1.06,14.4,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2025-09-04,2025,1916.0,20.6,10.12,3.17,2.05,1.51,16.0,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2025-09-18,2025,2077.0,23.1,10.4,3.23,2.23,1.54,15.7,5,1,Extension monitoring
Vignoles,NYWGF,Finger Lakes,2025-09-29,2025,2216.0,23.4,9.48,3.22,2.47,1.63,16.1,5,1,Extension monitoring
Vignoles,NYWGF,Western NY,2024-07-01,2024,1021.0,3.6,18.61,2.82,0.19,0.4,9.9,1,1,Extension monitoring
Vignoles,NYWGF,Western NY,2024-07-18,2024,1330.0,3.6,27.83,2.95,0.13,0.82,12.5,5,1,Extension monitoring
Vignoles,NYWGF,Western NY,2024-07-30,2024,1534.0,6.1,36.6,2.83,0.17,0.98,13.2,5,1,Extension monitoring
Vignoles,NYWGF,Western NY,2024-08-13,2024,1778.0,12.2,25.43,2.9,0.48,1.46,14.0,5,1,Extension monitoring
Vignoles,NYWGF,Western NY,2024-08-26,2024,1971.0,18.3,17.28,3.04,1.06,1.72,13.9,5,1,Extension monitoring
Vignoles,NYWGF,Western NY,2024-09-09,2024,2180.0,22.0,13.18,3.2,1.68,1.84,15.4,5,1,Extension monitoring
Vignoles,NYWGF,Western NY,2025-07-24,2025,1310.0,3.9,28.68,2.78,0.14,,,5,1,Extension monitoring
Vignoles,NYWGF,Western NY,2025-08-07,2025,1552.0,5.2,36.22,2.8,0.14,,,5,1,Extension monitoring
